title,village,area,type,size,ori,info,rent,people,dist
郡原广场 2室1厅 2700元,郡原广场  ,河西步步高租房,2室1厅  ,82平米  ,南,随时看房,2700,6,yuelu
达美D6区 5室2厅 7500元,达美D6区  ,汽车西站租房,5室2厅  ,156平米  ,南,距离2号线望城坡站571米,7500,0,yuelu
华银天际C区 3室2厅 2700元,华银天际C区  ,万家丽南路租房,3室2厅  ,122平米  ,南,随时看房,2700,0,yuhua
西湖丽景 3室2厅 3150元,西湖丽景  ,桐梓坡租房,3室2厅  ,130平米  ,南,随时看房,3150,9,yuelu
雨花亭居家一房，中等楼层，家电齐全，小区环境好,万博汇名邸一期  ,雨花亭租房,1室0厅  ,52平米  ,东,随时看房,1800,8,yuhua
中建芙蓉嘉苑 3室2厅 2700元,中建芙蓉嘉苑  ,暮云租房,3室2厅  ,94平米  ,南,/,2700,/,tianxin
新盛珑璟台 2室2厅 2200元,新盛珑璟台  ,喜盈门租房,2室2厅  ,91平米  ,南,/,2200,/,yuhua
梅溪湖壹号 3室2厅 3000元,梅溪湖壹号  ,梅溪湖南岸租房,3室2厅  ,98平米  ,南,随时看房,3000,5,yuelu
丰升德润 3室2厅 2700元,丰升德润  ,喜盈门租房,3室2厅  ,125平米  ,南,距离城际铁路湘府路站站1167米,2700,11,yuhua
保利国际广场 1室1厅 2800元,保利国际广场  ,书院路租房,1室1厅  ,53平米  ,东 西,/,2800,/,tianxin
恒大御景半岛 1室0厅 2000元,恒大御景半岛  ,开福区政府租房,1室0厅  ,32平米  ,西南,/,2000,/,kaifu
万国城三期 3室2厅 2500元,万国城三期  ,福元西路租房,3室2厅  ,89平米  ,南,随时看房,2500,5,kaifu
德政园聚心苑 2室2厅 1600元,德政园聚心苑  ,德政园租房,2室2厅  ,92平米  ,南,/,1600,/,furong
北辰三角洲D2区 3室2厅 3500元,北辰三角洲D2区  ,北辰三角洲租房,3室2厅  ,106平米  ,南,距离1号线北辰三角洲站404米,3500,0,kaifu
世纪城达江苑 3室1厅 2800元,世纪城达江苑  ,湘江世纪城租房,3室1厅  ,96平米  ,南 北,距离1号线开福区政府站1050米,2800,2,kaifu
北辰三角洲奥城E3区 1室1厅 2500元,北辰三角洲奥城E3区  ,北辰三角洲租房,1室1厅  ,53平米  ,南,距离1号线开福寺站1092米,2500,0,kaifu
世茂铂翠湾 2室2厅 2500元,世茂铂翠湾  ,滨江新城租房,2室2厅  ,82平米  ,南,/,2500,/,yuelu
荣悦台 4室2厅 4600元,荣悦台  ,黄土岭租房,4室2厅  ,160平米  ,南 北,距离1号线黄土岭站378米,4600,0,tianxin
香樟兰亭 3室2厅 2500元,香樟兰亭  ,树木岭租房,3室2厅  ,90平米  ,南,距离城际铁路香樟路站站410米,2500,2,yuhua
旭辉御府 1室1厅 1700元,旭辉御府  ,梅溪湖北岸租房,1室1厅  ,54平米  ,南,随时看房,1700,0,yuelu
沁园春御院 3室1厅 3400元,沁园春御院  ,河西步步高租房,3室1厅  ,137平米  ,南,/,3400,/,yuelu
万博汇名邸二期 1室1厅 2200元,万博汇名邸二期  ,雨花亭租房,1室1厅  ,49平米  ,南,随时看房,2200,3,yuhua
沁园春御院 1室1厅 1800元,沁园春御院  ,河西步步高租房,1室1厅  ,43平米  ,南,随时看房,1800,25,yuelu
万国城MOMA一期 3室2厅 3500元,万国城MOMA一期  ,福元西路租房,3室2厅  ,142平米  ,南 北,随时看房,3500,5,kaifu
先锋东外滩 2室2厅 2200元,先锋东外滩  ,马王堆租房,2室2厅  ,72平米  ,南,/,2200,/,furong
珠江郦城公园1号 3室2厅 2800元,珠江郦城公园1号  ,福元西路租房,3室2厅  ,92平米  ,南,/,2800,/,kaifu
君悦香邸复式楼小三房  业主诚心出租,君悦香邸  ,北辰三角洲租房,2室1厅  ,87平米  ,南,距离1号线北辰三角洲站614米,3500,4,kaifu
亚华香舍花都 3室2厅 3200元,亚华香舍花都  ,东塘租房,3室2厅  ,120平米  ,南,随时看房,3200,6,yuhua
未来城 1室1厅 1400元,未来城  ,河西人人乐租房,1室1厅  ,46平米  ,南,随时看房,1400,8,yuelu
凯轩云顶 1室1厅 1600元,凯轩云顶  ,赤岗冲租房,1室1厅  ,42平米  ,南,随时看房,1600,12,yuhua
兰景花园 3室2厅 2000元,兰景花园  ,铁道学院租房,3室2厅  ,110平米  ,南 北,/,2000,/,tianxin
北辰三角洲奥城E4区 1室1厅 2300元,北辰三角洲奥城E4区  ,北辰三角洲租房,1室1厅  ,50平米  ,南,/,2300,/,kaifu
精装两房拎包入住，随时联系可看房,西铁馨寓  ,麓谷东租房,2室1厅  ,70平米  ,南,随时看房,1900,0,yuelu
卓越蔚蓝海岸三期 2室2厅 2200元,卓越蔚蓝海岸三期  ,市政府租房,2室2厅  ,81平米  ,南,/,2200,/,yuelu
才子嘉都 2室1厅 1700元,才子嘉都  ,德思勤租房,2室1厅  ,54平米  ,北,距离1号线桂花坪站1014米,1700,1,tianxin
钰龙天下 精装3房 自住装修 家电齐全,钰龙天下二期  ,市政府租房,3室2厅  ,116平米  ,南,/,3300,/,yuelu
佳天瑞宁花园 1室1厅 1800元,佳天瑞宁花园  ,赤岗冲租房,1室1厅  ,50平米  ,南 北,随时看房,1800,28,yuhua
升远君尚嘉筑 4室2厅 4000元,升远君尚嘉筑  ,德思勤租房,4室2厅  ,138平米  ,南 北,距离1号线桂花坪站935米,4000,0,tianxin
高楼层，精装全南户型大三房，带车位，有钥匙随时看房,世纪城贯江苑  ,湘江世纪城租房,3室2厅  ,126平米  ,南,随时看房,3200,27,kaifu
万科里梅溪郡 3室2厅 3800元,万科里梅溪郡  ,岳麓其他租房,3室2厅  ,122平米  ,南,随时看房,3800,0,yuelu
东方芙蓉 2室1厅 2600元,东方芙蓉  ,马王堆租房,2室1厅  ,72平米  ,南,距离2号线万家丽广场站995米,2600,0,furong
才子佳苑二区2 3室1厅 2200元,才子佳苑二区2  ,四方坪租房,3室1厅  ,89平米  ,南,/,2200,/,kaifu
东宸19公馆 1室0厅 2500元,东宸19公馆  ,伍家岭租房,1室0厅  ,43平米  ,南,距离1号线培元桥站665米,2500,1,kaifu
嘉文苑 3室2厅 2450元,嘉文苑  ,商学院租房,3室2厅  ,112平米  ,东南,随时看房,2450,10,yuelu
牛婆塘社区 3室1厅 2000元,牛婆塘社区  ,雨花亭租房,3室1厅  ,70平米  ,南,距离1号线黄土岭站878米,2000,0,yuhua
奥克斯缔壹城 1室1厅 1800元,奥克斯缔壹城  ,雷锋大道租房,1室1厅  ,50平米  ,南,随时看房,1800,0,yuelu
北辰三角洲奥城E4区 1室1厅 2800元,北辰三角洲奥城E4区  ,北辰三角洲租房,1室1厅  ,50平米  ,南,/,2800,/,kaifu
金麓国际商务广场 2室2厅 1900元,金麓国际商务广场  ,河西步步高租房,2室2厅  ,78平米  ,南,/,1900,/,yuelu
山水庭院东区 3室2厅 2600元,山水庭院东区  ,喜盈门租房,3室2厅  ,130平米  ,南,随时看房,2600,4,yuhua
狮子岭 4室2厅 1800元,狮子岭  ,银盆岭租房,4室2厅  ,153平米  ,南,随时看房,1800,1,yuelu
宜居莱茵城 2室2厅 2300元,宜居莱茵城  ,河西人人乐租房,2室2厅  ,90平米  ,南,随时看房,2300,1,yuelu
恒大御景半岛 2室1厅 3800元,恒大御景半岛  ,开福区政府租房,2室1厅  ,85平米  ,南 北,距离1号线马厂站929米,3800,0,kaifu
北辰三角洲奥城E5区 1室1厅 2400元,北辰三角洲奥城E5区  ,北辰三角洲租房,1室1厅  ,40平米  ,南,距离1号线北辰三角洲站745米,2400,1,kaifu
长房时代城 1室1厅 1500元,长房时代城  ,河西人人乐租房,1室1厅  ,50平米  ,南,随时看房,1500,6,yuelu
菲莎公馆 4室1厅 11000元,菲莎公馆  ,马王堆租房,4室1厅  ,250平米  ,南 北,/,11000,/,furong
奥克斯缔壹城 1室1厅 1500元,奥克斯缔壹城  ,雷锋大道租房,1室1厅  ,42平米  ,南 北,随时看房,1500,0,yuelu
美洲故事 1室1厅 1600元,美洲故事  ,万家丽南路租房,1室1厅  ,52平米  ,北,随时看房,1600,2,yuhua
梦网景园 3室2厅 3000元,梦网景园  ,湘府路租房,3室2厅  ,146平米  ,南,/,3000,/,tianxin
四季美景水木轩 3室2厅 2600元,四季美景水木轩  ,四方坪租房,3室2厅  ,130平米  ,南,/,2600,/,kaifu
美林银谷国际社区 3室2厅 4500元,美林银谷国际社区  ,河西步步高租房,3室2厅  ,142平米  ,南,/,4500,/,yuelu
万国城MOMA二期 2室2厅 2500元,万国城MOMA二期  ,福元西路租房,2室2厅  ,87平米  ,南,随时看房,2500,5,kaifu
金谷大厦 1室1厅 1400元,金谷大厦  ,河西人人乐租房,1室1厅  ,45平米  ,南,随时看房,1400,9,yuelu
都市兰亭汇峰苑 3室1厅 2000元,都市兰亭汇峰苑  ,雨花亭租房,3室1厅  ,95平米  ,北,随时看房,2000,1,yuhua
珠江郦城公园1号 3室2厅 3200元,珠江郦城公园1号  ,福元西路租房,3室2厅  ,120平米  ,南 北,距离1号线马厂站805米,3200,0,kaifu
高桥树木岭 小区内的汗蒸馆出租 带全部设备,新城新世界二期  ,高桥租房,2室2厅  ,90平米  ,南 北,距离城际铁路树木岭站站986米,2300,0,yuhua
菲莎公馆 1室1厅 2300元,菲莎公馆  ,马王堆租房,1室1厅  ,40平米  ,东,随时看房,2300,1,furong
梅岭村 3室2厅 2000元,梅岭村  ,铁道学院租房,3室2厅  ,82平米  ,南,距离1号线铁道学院站1023米,2000,0,tianxin
恒大华府、环境优美、自带精装修、麓山国际旁 舒适,恒大华府  ,市政府租房,2室2厅  ,93平米  ,南,/,2500,/,yuelu
万科二期精装空置大三房出租 办公，居家都行,万科城  ,福元西路租房,3室2厅  ,90平米  ,南,随时看房,2400,2,kaifu
湘江豪庭 4室1厅 5800元,湘江豪庭  ,开福区政府租房,4室1厅  ,200平米  ,南,随时看房,5800,4,kaifu
华盛新外滩 4室2厅 6000元,华盛新外滩  ,伍家岭租房,4室2厅  ,175平米  ,南,距离1号线文昌阁站937米,6000,0,kaifu
蓝光雍锦阁 1室1厅 1700元,蓝光雍锦阁  ,桐梓坡租房,1室1厅  ,38平米  ,南,随时看房,1700,8,yuelu
世茂铂翠湾，环境地理位置适合办公,世茂铂翠湾  ,滨江新城租房,3室1厅  ,96平米  ,南,随时看房,3000,7,yuelu
空间大，居家自住装修 拎包入住,通华天都  ,四方坪租房,3室2厅  ,122平米  ,南,/,3200,/,kaifu
床单厂宿舍 2室1厅 1400元,床单厂宿舍  ,赤岗冲租房,2室1厅  ,64平米  ,南,随时看房,1400,0,yuhua
宽寓 1室1厅 3800元,宽寓  ,芙蓉区政府租房,1室1厅  ,55平米  ,南,距离2号线万家丽广场站286米,3800,0,furong
英郡年华 2室1厅 2400元,英郡年华  ,树木岭租房,2室1厅  ,84平米  ,南,随时看房,2400,1,yuhua
真实在租，拎包入住，实景照片，可实地看房,梅溪湖壹号  ,梅溪湖南岸租房,3室2厅  ,98平米  ,南,/,2800,/,yuelu
恒大御景半岛 2室2厅 3500元,恒大御景半岛  ,开福区政府租房,2室2厅  ,85平米  ,南,距离1号线马厂站913米,3500,0,kaifu
青园小区 2室1厅 1700元,青园小区  ,湘府路租房,2室1厅  ,75平米  ,南 北,/,1700,/,tianxin
珠江郦城公园1号 2室2厅 2200元,珠江郦城公园1号  ,福元西路租房,2室2厅  ,90平米  ,南,距离1号线马厂站805米,2200,5,kaifu
宜居莱茵城 2室1厅 2200元,宜居莱茵城  ,河西人人乐租房,2室1厅  ,85平米  ,南,随时看房,2200,1,yuelu
湘江豪庭 4室1厅 4000元,湘江豪庭  ,开福区政府租房,4室1厅  ,199平米  ,南 北,距离1号线马厂站1152米,4000,2,kaifu
望月湖小区六片区 2室1厅 1800元,望月湖小区六片区  ,溁湾镇租房,2室1厅  ,60平米  ,南,随时看房,1800,5,yuelu
欧亚达国际广场 2室1厅 2000元,欧亚达国际广场  ,高桥租房,2室1厅  ,62平米  ,南,随时看房,2000,0,yuhua
北辰三角洲奥城E3区 1室1厅 2500元,北辰三角洲奥城E3区  ,北辰三角洲租房,1室1厅  ,50平米  ,西南,距离1号线开福寺站1092米,2500,8,kaifu
南园小区 4室1厅 3600元,南园小区  ,铁道学院租房,4室1厅  ,160平米  ,南,/,3600,/,tianxin
卓越蔚蓝海岸三期 3室2厅 2500元,卓越蔚蓝海岸三期  ,市政府租房,3室2厅  ,90平米  ,南,随时看房,2500,1,yuelu
天健壹平方英里 3室2厅 5200元,天健壹平方英里  ,伍家岭租房,3室2厅  ,87平米  ,南,距离1号线开福寺站811米,5200,3,kaifu
湘域相遇 1室1厅 2500元,湘域相遇  ,火车站租房,1室1厅  ,51平米  ,西,距离2号线锦泰广场站649米,2500,0,furong
万煦园 3室2厅 3200元,万煦园  ,四方坪租房,3室2厅  ,126平米  ,南,/,3200,/,kaifu
新城新世界二期 1室1厅 1800元,新城新世界二期  ,高桥租房,1室1厅  ,45平米  ,南,距离城际铁路树木岭站站989米,1800,3,yuhua
天城泰祥苑 2室2厅 2400元,天城泰祥苑  ,湘府路租房,2室2厅  ,94平米  ,南,距离1号线省政府站883米,2400,0,tianxin
万科西街庭院 4室2厅 5500元,万科西街庭院  ,尚东租房,4室2厅  ,190平米  ,南 北,距离2号线人民东路站669米,5500,9,yuhua
北辰三角洲凤凰公元 3室1厅 4200元,北辰三角洲凤凰公元  ,北辰三角洲租房,3室1厅  ,110平米  ,南,/,4200,/,kaifu
五矿一期高楼层两房 纯色系装修 户型好 居家必备,五矿万境水岸一期  ,喜盈门租房,2室2厅  ,80平米  ,南,距离城际铁路湘府路站站825米,2200,6,yuhua
兰亭都荟 3室2厅 3000元,兰亭都荟  ,桐梓坡租房,3室2厅  ,90平米  ,南,随时看房,3000,2,yuelu
宽寓 1室1厅 3800元,宽寓  ,芙蓉区政府租房,1室1厅  ,55平米  ,南,距离2号线万家丽广场站286米,3800,0,furong
恒大御景半岛 2室1厅 3500元,恒大御景半岛  ,开福区政府租房,2室1厅  ,85平米  ,南 北,距离1号线马厂站929米,3500,10,kaifu
融橙上品 3室2厅 2700元,融橙上品  ,雨花亭租房,3室2厅  ,108平米  ,南,随时看房,2700,0,yuhua
长沙欧洲城 2室2厅 2200元,长沙欧洲城  ,德思勤租房,2室2厅  ,94平米  ,南,/,2200,/,tianxin
山水华景 3室2厅 3500元,山水华景  ,马王堆租房,3室2厅  ,137平米  ,南,随时看房,3500,0,furong
钰龙天下佳园二期三居室采光良好,钰龙天下二期  ,市政府租房,3室2厅  ,117平米  ,南,随时看房,2200,6,yuelu
北辰三角洲奥城E3区 1室1厅 2400元,北辰三角洲奥城E3区  ,北辰三角洲租房,1室1厅  ,53平米  ,东,距离1号线开福寺站1092米,2400,6,kaifu
华悦城优质三房 湘府东路上 和 井莲路上,华悦城  ,喜盈门租房,3室2厅  ,101平米  ,东,距离城际铁路湘府路站站624米,2600,4,yuhua
珠江花城四期 1室1厅 2100元,珠江花城四期  ,福元西路租房,1室1厅  ,43平米  ,南,/,2100,/,kaifu
绿地公馆 3室2厅 2800元,绿地公馆  ,省政府租房,3室2厅  ,95平米  ,东南,距离1号线桂花坪站548米,2800,0,tianxin
朝阳银座 3室1厅 2600元,朝阳银座  ,桂花村租房,3室1厅  ,79平米  ,南,随时看房,2600,2,yuhua
西山汇景 4室2厅 3500元,西山汇景  ,桐梓坡租房,4室2厅  ,162平米  ,南,随时看房,3500,5,yuelu
银力家园 3室2厅 3500元,银力家园  ,马王堆租房,3室2厅  ,131平米  ,南,距离2号线万家丽广场站407米,3500,0,furong
北辰三角洲奥城E3区 1室1厅 2600元,北辰三角洲奥城E3区  ,北辰三角洲租房,1室1厅  ,53平米  ,南 北,随时看房,2600,4,kaifu
北辰三角洲奥城E4区 4室2厅 5000元,北辰三角洲奥城E4区  ,北辰三角洲租房,4室2厅  ,140平米  ,南 北,/,5000,/,kaifu
水岸天际 2室2厅 2100元,水岸天际  ,喜盈门租房,2室2厅  ,89平米  ,南,距离城际铁路湘府路站站1045米,2100,0,yuhua
中建芙蓉工社 2室1厅 2000元,中建芙蓉工社  ,暮云租房,2室1厅  ,51平米  ,南,/,2000,/,tianxin
浏阳河畔北苑 1室1厅 1500元,浏阳河畔北苑  ,马王堆租房,1室1厅  ,50平米  ,南,/,1500,/,furong
绿地中央广场 3室2厅 3000元,绿地中央广场  ,观沙岭租房,3室2厅  ,98平米  ,南,随时看房,3000,4,yuelu
西城龙庭 4室2厅 3200元,西城龙庭  ,河西步步高租房,4室2厅  ,131平米  ,南 北,随时看房,3200,3,yuelu
恒大江湾 3室2厅 2400元,恒大江湾  ,汽车东站租房,3室2厅  ,104平米  ,南,/,2400,/,furong
湘运新村 2室1厅 1500元,湘运新村  ,马王堆租房,2室1厅  ,70平米  ,南,距离2号线万家丽广场站295米,1500,0,furong
万国城三期 3室2厅 3000元,万国城三期  ,福元西路租房,3室2厅  ,90平米  ,南 北,/,3000,/,kaifu
奥克斯广场 1室0厅 3300元,奥克斯广场  ,银盆岭租房,1室0厅  ,45平米  ,东南,/,3300,/,yuelu
卓越蔚蓝海岸二期 2室2厅 2300元,卓越蔚蓝海岸二期  ,市政府租房,2室2厅  ,95平米  ,南,随时看房,2300,1,yuelu
沁园春御院 3室1厅 3200元,沁园春御院  ,河西步步高租房,3室1厅  ,111平米  ,南,随时看房,3200,8,yuelu
万国城三期 3室1厅 2800元,万国城三期  ,福元西路租房,3室1厅  ,89平米  ,南 北,随时看房,2800,2,kaifu
长房东郡 2室2厅 2700元,长房东郡  ,德政园租房,2室2厅  ,90平米  ,南 北,距离2号线万家丽广场站701米,2700,3,furong
业主诚意出租，价格优惠，房子大,兰亭玥岛  ,新开铺租房,2室2厅  ,90平米  ,西,随时看房,2100,7,tianxin
博林金谷 4室2厅 10000元,博林金谷  ,新开铺租房,4室2厅  ,136平米  ,南,距离1号线铁道学院站488米,10000,1,tianxin
业主自住精装大三房，可拎包入住,世纪城临江苑  ,湘江世纪城租房,3室2厅  ,134平米  ,南 北,/,3200,/,kaifu
世嘉国际华城一期 4室2厅 4800元,世嘉国际华城一期  ,芙蓉区政府租房,4室2厅  ,171平米  ,南 北,距离2号线人民东路站569米,4800,2,furong
长沙欧洲城 2室2厅 2600元,长沙欧洲城  ,德思勤租房,2室2厅  ,84平米  ,南,随时看房,2600,0,tianxin
佳兴国际汇 1室0厅 2000元,佳兴国际汇  ,金星中路租房,1室0厅  ,37平米  ,南,随时看房,2000,4,yuelu
高鑫麓城 3室2厅 2500元,高鑫麓城  ,商学院租房,3室2厅  ,90平米  ,南,随时看房,2500,13,yuelu
四方小区 4室2厅 2300元,四方小区  ,四方坪租房,4室2厅  ,150平米  ,南 北,随时看房,2300,4,kaifu
西子一间办公大三房 采光好 格局好,西子一间  ,高桥租房,3室2厅  ,137平米  ,南,距离2号线万家丽广场站1064米,3100,26,yuhua
湘府9号 2室1厅 2600元,湘府9号  ,德思勤租房,2室1厅  ,88平米  ,南,距离1号线省政府站1022米,2600,0,tianxin
天韵家园 2室1厅 1400元,天韵家园  ,左家塘租房,2室1厅  ,88平米  ,南,随时看房,1400,3,yuhua
北辰三角洲D2区 2室1厅 3500元,北辰三角洲D2区  ,北辰三角洲租房,2室1厅  ,90平米  ,西南,/,3500,/,kaifu
惠泽园 3室2厅 2800元,惠泽园  ,马王堆租房,3室2厅  ,133平米  ,南,/,2800,/,furong
保利三期优质四房，湘江东岸，省府之西,保利花园三期  ,省政府租房,4室2厅  ,156平米  ,东南,随时看房,3500,3,tianxin
万科里金域滨江 3室2厅 2200元,万科里金域滨江  ,滨江新城租房,3室2厅  ,96平米  ,南,随时看房,2200,4,yuelu
沁园春御院 3室1厅 3200元,沁园春御院  ,河西步步高租房,3室1厅  ,111平米  ,南,随时看房,3200,8,yuelu
北辰三角洲奥城E3区 3室2厅 4600元,北辰三角洲奥城E3区  ,北辰三角洲租房,3室2厅  ,112平米  ,西南,距离1号线开福寺站1092米,4600,4,kaifu
麓谷明珠 1室1厅 1400元,麓谷明珠  ,枫林三路租房,1室1厅  ,38平米  ,南,随时看房,1400,5,yuelu
高鑫麓城 3室2厅 2500元,高鑫麓城  ,商学院租房,3室2厅  ,90平米  ,南,随时看房,2500,13,yuelu
未来城 1室1厅 1500元,未来城  ,河西人人乐租房,1室1厅  ,43平米  ,西,随时看房,1500,5,yuelu
德政园少有的复式楼层三房，户型周正,德政园醉心苑  ,德政园租房,3室1厅  ,97平米  ,东,距离2号线万家丽广场站1102米,2300,0,furong
岳麓现代城 2室2厅 4000元,岳麓现代城  ,溁湾镇租房,2室2厅  ,105平米  ,南,距离2号线溁湾镇站885米,4000,3,yuelu
芙蓉公寓 4室2厅 3500元,芙蓉公寓  ,马王堆租房,4室2厅  ,148平米  ,南,随时看房,3500,1,furong
佳阳悦景馨都 3室2厅 2800元,佳阳悦景馨都  ,四方坪租房,3室2厅  ,132平米  ,南 北,/,2800,/,kaifu
新城新世界三房自带车位，家具家电齐全,新城新世界三期  ,高桥租房,3室2厅  ,90平米  ,南,距离城际铁路树木岭站站996米,2500,5,yuhua
南国嘉苑 5室2厅 5200元,南国嘉苑  ,新开铺租房,5室2厅  ,166平米  ,南,距离1号线铁道学院站724米,5200,1,tianxin
北辰定江洋 4室2厅 5000元,北辰定江洋  ,北辰三角洲租房,4室2厅  ,199平米  ,东 西,随时看房,5000,2,kaifu
鑫远湘府华城南区 2室2厅 2300元,鑫远湘府华城南区  ,湘府路租房,2室2厅  ,88平米  ,南,随时看房,2300,7,tianxin
万科城 3室2厅 3200元,万科城  ,福元西路租房,3室2厅  ,122平米  ,南,距离1号线马厂站824米,3200,5,kaifu
新城新世界二期 2室2厅 2200元,新城新世界二期  ,高桥租房,2室2厅  ,90平米  ,南,距离城际铁路树木岭站站1097米,2200,9,yuhua
万科城市花园 3室2厅 3000元,万科城市花园  ,梅溪湖北岸租房,3室2厅  ,119平米  ,南,/,3000,/,yuelu
奥克斯广场 1室1厅 2200元,奥克斯广场  ,银盆岭租房,1室1厅  ,60平米  ,南,/,2200,/,yuelu
未来城 1室1厅 1500元,未来城  ,河西人人乐租房,1室1厅  ,43平米  ,西,随时看房,1500,5,yuelu
尊邸华庭 4室2厅 3500元,尊邸华庭  ,赤岗冲租房,4室2厅  ,92平米  ,南,距离城际铁路树木岭站站662米,3500,0,yuhua
北辰三角洲奥城E3区 1室1厅 2400元,北辰三角洲奥城E3区  ,北辰三角洲租房,1室1厅  ,53平米  ,南,随时看房,2400,11,kaifu
世纪城融江苑 2室1厅 2600元,世纪城融江苑  ,湘江世纪城租房,2室1厅  ,89平米  ,南,/,2600,/,kaifu
世茂铂翠湾 4室2厅 2700元,世茂铂翠湾  ,滨江新城租房,4室2厅  ,135平米  ,南 北,随时看房,2700,1,yuelu
达美D6区 3室1厅 3300元,达美D6区  ,汽车西站租房,3室1厅  ,89平米  ,南,距离2号线望城坡站571米,3300,6,yuelu
菲莎公馆 1室1厅 2300元,菲莎公馆  ,马王堆租房,1室1厅  ,42平米  ,东,/,2300,/,furong
湘府东苑 1室1厅 1500元,湘府东苑  ,湘府路租房,1室1厅  ,38平米  ,南,距离1号线省政府站858米,1500,7,tianxin
华盛世纪新城 4室1厅 2900元,华盛世纪新城  ,喜盈门租房,4室1厅  ,139平米  ,南 北,距离城际铁路湘府路站站846米,2900,4,yuhua
世纪城鸿江苑 3室2厅 3000元,世纪城鸿江苑  ,湘江世纪城租房,3室2厅  ,144平米  ,南 北,距离1号线开福区政府站1007米,3000,4,kaifu
未来城 1室1厅 1400元,未来城  ,河西人人乐租房,1室1厅  ,43平米  ,南,随时看房,1400,20,yuelu
莲湖建材市场 6室2厅 3000元,莲湖建材市场  ,井湾子租房,6室2厅  ,180平米  ,南,随时看房,3000,0,yuhua
青园 2室2厅 2500元,青园  ,铁道学院租房,2室2厅  ,80平米  ,南,距离1号线友谊路站648米,2500,3,tianxin
长房白沙湾 4室2厅 2600元,长房白沙湾  ,马王堆租房,4室2厅  ,158平米  ,南,随时看房,2600,0,furong
上河国际花园C区 4室2厅 4200元,上河国际花园C区  ,高桥租房,4室2厅  ,147平米  ,南,随时看房,4200,0,yuhua
三万英尺 正规办公大一房 钥匙在手 随时能看,融科三万英尺  ,雨花亭租房,1室0厅  ,76平米  ,南,距离1号线涂家冲站1139米,2400,10,yuhua
河西步步高王fu井 沁园春御院 单身公寓精装家具家电,沁园春御院  ,河西步步高租房,1室0厅  ,58平米  ,南 北,/,1900,/,yuelu
达美D6区 3室1厅 3300元,达美D6区  ,汽车西站租房,3室1厅  ,89平米  ,南,距离2号线望城坡站571米,3300,6,yuelu
东方新世界 2室1厅 2100元,东方新世界  ,左家塘租房,2室1厅  ,64平米  ,南,随时看房,2100,9,yuhua
随时可看 业主自住精装修 全新家电,湘域中央  ,火车站租房,3室2厅  ,137平米  ,北,距离2号线袁家岭站284米,5800,1,furong
高鑫麓城 3室2厅 2700元,高鑫麓城  ,商学院租房,3室2厅  ,83平米  ,南,随时看房,2700,10,yuelu
珠江花城三期 3室1厅 2800元,珠江花城三期  ,福元西路租房,3室1厅  ,98平米  ,南,距离1号线马厂站380米,2800,0,kaifu
莲湖汽车饰品城小区 2室1厅 1600元,莲湖汽车饰品城小区  ,喜盈门租房,2室1厅  ,70平米  ,南 北,距离城际铁路湘府路站站935米,1600,0,yuhua
花漾年华 1室1厅 1450元,花漾年华  ,省政府租房,1室1厅  ,38平米  ,南 北,随时看房,1450,15,tianxin
未来城 2室2厅 1900元,未来城  ,河西人人乐租房,2室2厅  ,74平米  ,东南,随时看房,1900,24,yuelu
中惠锦堂 2室1厅 3300元,中惠锦堂  ,尚东租房,2室1厅  ,114平米  ,南,距离2号线人民东路站158米,3300,2,furong
中国式风格装修略带一点小温馨大三房,珠江花城二期  ,福元西路租房,3室2厅  ,131平米  ,南 北,距离1号线马厂站767米,3200,0,kaifu
星蓝湾 3室2厅 2600元,星蓝湾  ,滨江新城租房,3室2厅  ,96平米  ,南,随时看房,2600,2,yuelu
万科城 4室2厅 9000元,万科城  ,福元西路租房,4室2厅  ,195平米  ,南,距离1号线马厂站1029米,9000,1,kaifu
长沙奥林匹克花园 3室2厅 3500元,长沙奥林匹克花园  ,德思勤租房,3室2厅  ,125平米  ,南 北,/,3500,/,tianxin
钰龙天下佳园二期三居室采光良好,钰龙天下二期  ,市政府租房,3室2厅  ,117平米  ,南,随时看房,2200,6,yuelu
万博汇名邸二期 2室1厅 3600元,万博汇名邸二期  ,雨花亭租房,2室1厅  ,78平米  ,西北,/,3600,/,yuhua
未来城 2室2厅 1900元,未来城  ,河西人人乐租房,2室2厅  ,74平米  ,东南,随时看房,1900,24,yuelu
达美溪湖湾 1室0厅 2500元,达美溪湖湾  ,梅溪湖南岸租房,1室0厅  ,46平米  ,南,随时看房,2500,1,yuelu
办公优选 楼层位置好 方便做广告 随时可看,融科三万英尺  ,雨花亭租房,1室1厅  ,120平米  ,东 南,距离1号线涂家冲站1139米,4000,5,yuhua
万科里梅溪郡 4室2厅 3800元,万科里梅溪郡  ,岳麓其他租房,4室2厅  ,126平米  ,南,随时看房,3800,2,yuelu
鑫天御景湾 2室1厅 1700元,鑫天御景湾  ,喜盈门租房,2室1厅  ,51平米  ,南,随时看房,1700,2,yuhua
长房白沙湾 3室2厅 3200元,长房白沙湾  ,马王堆租房,3室2厅  ,111平米  ,南,随时看房,3200,4,furong
北辰三角洲奥城E5区 1室1厅 1800元,北辰三角洲奥城E5区  ,北辰三角洲租房,1室1厅  ,40平米  ,南,距离1号线北辰三角洲站842米,1800,0,kaifu
五矿万境水岸二期 3室2厅 2600元,五矿万境水岸二期  ,喜盈门租房,3室2厅  ,140平米  ,南,距离城际铁路湘府路站站704米,2600,0,yuhua
